backbone,dataset,spec,ndcg_at_10,delta_vs_identity,ci_lower,ci_upper,p_value,significant_05,bytes_per_vector,corpus_bytes,fit_ms,encode_ms,query_latency_ms,query_p95_ms
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=4))",0.037737,-0.681838,-0.723971,-0.638975,0.000200,1,2,10366,0.0,0.0,0.072742,0.072742
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=6))",0.098714,-0.620861,-0.666020,-0.575458,0.000200,1,3,15549,0.0,0.0,0.073237,0.073237
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=8))",0.192734,-0.526841,-0.574132,-0.476072,0.000200,1,4,20732,0.0,0.0,0.073148,0.073148
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=4))",0.080312,-0.639263,-0.683994,-0.591478,0.000200,1,4,20732,0.0,0.0,0.142430,0.142430
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=6))",0.166548,-0.553027,-0.599870,-0.505978,0.000200,1,6,31098,0.0,0.0,0.143211,0.143211
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=8))",0.246486,-0.473089,-0.519260,-0.426598,0.000200,1,8,41464,0.0,0.0,0.143141,0.143141
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=4))",0.130812,-0.588763,-0.632915,-0.543278,0.000200,1,8,41464,0.0,0.0,0.287254,0.287254
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=6))",0.242199,-0.477376,-0.523671,-0.430671,0.000200,1,12,62196,0.0,0.0,0.284104,0.284104
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=8))",0.311379,-0.408196,-0.452830,-0.363582,0.000200,1,16,82928,0.0,0.0,0.286442,0.286442
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=4))",0.178203,-0.541372,-0.582997,-0.497629,0.000200,1,16,82928,0.0,0.0,0.574263,0.574263
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=6))",0.368623,-0.350952,-0.395909,-0.306553,0.000200,1,24,124392,0.0,0.0,0.563716,0.563716
e5-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=8))",0.459848,-0.259727,-0.301124,-0.218731,0.000200,1,32,165856,0.0,0.0,0.566300,0.566300
e5-base,scifact,composed(truncate(keep_dim=256)+binary),0.184771,-0.534804,-0.582582,-0.486373,0.000200,1,32,165856,0.0,0.0,0.000959,0.000959
