backbone,dataset,spec,ndcg_at_10,delta_vs_identity,ci_lower,ci_upper,p_value,significant_05,bytes_per_vector,corpus_bytes,fit_ms,encode_ms,query_latency_ms,query_p95_ms
gte-base,fiqa,composed(truncate(keep_dim=64)+binary),0.032562,-0.374988,-0.401217,-0.347981,0.000200,1,8,461104,0.0,0.0,0.001640,0.001640
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=4,n_bits=4))",0.007333,-0.400216,-0.428460,-0.372716,0.000200,1,2,115276,0.0,0.0,0.051732,0.051732
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=4,n_bits=6))",0.016720,-0.390829,-0.418842,-0.362917,0.000200,1,3,172914,0.0,0.0,0.048986,0.048986
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=4,n_bits=8))",0.026494,-0.381056,-0.408998,-0.353256,0.000200,1,4,230552,0.0,0.0,0.055615,0.055615
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=8,n_bits=4))",0.018622,-0.388927,-0.416585,-0.361398,0.000200,1,4,230552,0.0,0.0,0.087633,0.087633
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=8,n_bits=6))",0.032114,-0.375435,-0.403443,-0.348529,0.000200,1,6,345828,0.0,0.0,0.090539,0.090539
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=8,n_bits=8))",0.049054,-0.358495,-0.385894,-0.331491,0.000200,1,8,461104,0.0,0.0,0.102216,0.102216
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=4))",0.043006,-0.364543,-0.392589,-0.338399,0.000200,1,8,461104,0.0,0.0,0.176161,0.176161
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=6))",0.067818,-0.339731,-0.365910,-0.313830,0.000200,1,12,691656,0.0,0.0,0.181147,0.181147
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=8))",0.123194,-0.284356,-0.309443,-0.259218,0.000200,1,16,922208,0.0,0.0,0.202307,0.202307
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=4))",0.119978,-0.287572,-0.312806,-0.263122,0.000200,1,16,922208,0.0,0.0,0.347928,0.347928
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=6))",0.182483,-0.225066,-0.247757,-0.202621,0.000200,1,24,1383312,0.0,0.0,0.356965,0.356965
gte-base,fiqa,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=8))",0.247680,-0.159870,-0.180887,-0.139554,0.000200,1,32,1844416,0.0,0.0,0.395866,0.395866
gte-base,fiqa,composed(truncate(keep_dim=128)+binary),0.092514,-0.315035,-0.341102,-0.289138,0.000200,1,16,922208,0.0,0.0,0.001803,0.001803
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=4))",0.008437,-0.399112,-0.426979,-0.371410,0.000200,1,2,115276,0.0,0.0,0.052822,0.052822
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=6))",0.022612,-0.384937,-0.413485,-0.356881,0.000200,1,3,172914,0.0,0.0,0.053618,0.053618
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=8))",0.041037,-0.366512,-0.394250,-0.339305,0.000200,1,4,230552,0.0,0.0,0.063107,0.063107
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=4))",0.022100,-0.385450,-0.412940,-0.358129,0.000200,1,4,230552,0.0,0.0,0.094068,0.094068
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=6))",0.029925,-0.377624,-0.404747,-0.350390,0.000200,1,6,345828,0.0,0.0,0.094928,0.094928
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=8))",0.078230,-0.329319,-0.356942,-0.302324,0.000200,1,8,461104,0.0,0.0,0.108968,0.108968
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=4))",0.044049,-0.363500,-0.391020,-0.336028,0.000200,1,8,461104,0.0,0.0,0.175123,0.175123
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=6))",0.090152,-0.317398,-0.344263,-0.290375,0.000200,1,12,691656,0.0,0.0,0.181706,0.181706
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=8))",0.121235,-0.286315,-0.310261,-0.262340,0.000200,1,16,922208,0.0,0.0,0.202967,0.202967
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=4))",0.122388,-0.285162,-0.310669,-0.260538,0.000200,1,16,922208,0.0,0.0,0.347822,0.347822
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=6))",0.175007,-0.232543,-0.256257,-0.209427,0.000200,1,24,1383312,0.0,0.0,0.360717,0.360717
gte-base,fiqa,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=8))",0.233062,-0.174487,-0.196066,-0.154192,0.000200,1,32,1844416,0.0,0.0,0.398134,0.398134
gte-base,fiqa,composed(truncate(keep_dim=256)+binary),0.180476,-0.227073,-0.251332,-0.203607,0.000200,1,32,1844416,0.0,0.0,0.002165,0.002165
