backbone,dataset,spec,ndcg_at_10,delta_vs_identity,ci_lower,ci_upper,p_value,significant_05,bytes_per_vector,corpus_bytes,fit_ms,encode_ms,query_latency_ms,query_p95_ms
gte-base,scifact,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=16,n_bits=8))",0.480502,-0.281278,-0.324864,-0.240378,0.000200,1,16,82928,0.0,0.0,0.285362,0.285362
gte-base,scifact,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=4))",0.419836,-0.341944,-0.385236,-0.299073,0.000200,1,16,82928,0.0,0.0,0.573346,0.573346
gte-base,scifact,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=6))",0.555937,-0.205843,-0.240001,-0.170616,0.000200,1,24,124392,0.0,0.0,0.573618,0.573618
gte-base,scifact,"composed(truncate(keep_dim=128)+product_quantize(n_subspaces=32,n_bits=8))",0.632779,-0.129001,-0.160284,-0.097087,0.000200,1,32,165856,0.0,0.0,0.573940,0.573940
gte-base,scifact,composed(truncate(keep_dim=128)+binary),0.350948,-0.410832,-0.453903,-0.366477,0.000200,1,16,82928,0.0,0.0,0.001024,0.001024
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=4))",0.054205,-0.707575,-0.748232,-0.665354,0.000200,1,2,10366,0.0,0.0,0.072809,0.072809
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=6))",0.104540,-0.657240,-0.700897,-0.611302,0.000200,1,3,15549,0.0,0.0,0.073005,0.073005
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=4,n_bits=8))",0.248566,-0.513214,-0.555744,-0.470265,0.000200,1,4,20732,0.0,0.0,0.073188,0.073188
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=4))",0.122882,-0.638898,-0.680975,-0.593804,0.000200,1,4,20732,0.0,0.0,0.143400,0.143400
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=6))",0.273128,-0.488652,-0.533223,-0.443832,0.000200,1,6,31098,0.0,0.0,0.143572,0.143572
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=8,n_bits=8))",0.394547,-0.367233,-0.411861,-0.324098,0.000200,1,8,41464,0.0,0.0,0.144060,0.144060
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=4))",0.252305,-0.509475,-0.554301,-0.464198,0.000200,1,8,41464,0.0,0.0,0.287301,0.287301
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=6))",0.415045,-0.346735,-0.389474,-0.302781,0.000200,1,12,62196,0.0,0.0,0.284269,0.284269
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=16,n_bits=8))",0.492927,-0.268853,-0.309312,-0.231379,0.000200,1,16,82928,0.0,0.0,0.285725,0.285725
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=4))",0.419943,-0.341837,-0.384137,-0.299623,0.000200,1,16,82928,0.0,0.0,0.573631,0.573631
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=6))",0.520112,-0.241668,-0.280769,-0.204031,0.000200,1,24,124392,0.0,0.0,0.567340,0.567340
gte-base,scifact,"composed(truncate(keep_dim=256)+product_quantize(n_subspaces=32,n_bits=8))",0.614669,-0.147111,-0.177910,-0.117373,0.000200,1,32,165856,0.0,0.0,0.571938,0.571938
gte-base,scifact,composed(truncate(keep_dim=256)+binary),0.530192,-0.231588,-0.269244,-0.195484,0.000200,1,32,165856,0.0,0.0,0.001282,0.001282
